1,1,Komitet Wyborczy Prawo i Sprawiedliwość,15,OGRODNIK,Wiesław,M,Bolesławiec,inżynier mechanik,Prawo i Sprawiedliwość,3 945,
1,1,Komitet Wyborczy Prawo i Sprawiedliwość,16,CIUPAK,Urszula,K,Studniska Dolne,nauczyciel,nie należy do partii politycznej,1 231,
1,1,Komitet Wyborczy Prawo i Sprawiedliwość,17,STOCH,Włodzimierz Stefan,M,Karpacz,inżynier chemik,Prawo i Sprawiedliwość,435,
1,1,Komitet Wyborczy Prawo i Sprawiedliwość,18,GLUZA,Aneta Beata,K,Lubin,ekonomista,Prawo i Sprawiedliwość,317,
1,1,Komitet Wyborczy Prawo i Sprawiedliwość,19,KWIATKOWSKA,Ewa,K,Polkowice,pielęgniarka,Prawo i Sprawiedliwość,1 220,
1,1,Komitet Wyborczy Prawo i Sprawiedliwość,20,SIWAK,Władysław,M,Dziesław,technik górnik,Prawo i Sprawiedliwość,572,
1,1,Komitet Wyborczy Prawo i Sprawiedliwość,21,KUKUŁA,Eurydyka Maria,K,Olszyna,nauczyciel języka polskiego,Prawo i Sprawiedliwość,702,
1,1,Komitet Wyborczy Prawo i Sprawiedliwość,22,PŁONEK,Danuta,K,Ruszowice,nauczyciel,Prawo i Sprawiedliwość,770,
1,1,Komitet Wyborczy Prawo i Sprawiedliwość,23,BUCIUTO,Jadwiga Barbara,K,Zgorzelec,nauczyciel,Prawo i Sprawiedliwość,721,
1,1,Komitet Wyborczy Prawo i Sprawiedliwość,24,ZEMBIK,Wojciech Bolesław,M,Lubań,inżynier elektronik,Prawo i Sprawiedliwość,2 201,
1,2,Komitet Wyborczy Platforma Obywatelska RP,1,HUSKOWSKI,Stanisław Tadeusz,M,Wrocław,parlamentarzysta,Platforma Obywatelska Rzeczypospolitej Polskiej,15 206,T
1,2,Komitet Wyborczy Platforma Obywatelska RP,2,DROZD,Ewa,K,Głogów,nauczyciel,Platforma Obywatelska Rzeczypospolitej Polskiej,16 312,T
1,2,Komitet Wyborczy Platforma Obywatelska RP,3,MIEDZIŃSKI,Piotr Jan,M,Jelenia Góra,pracownik administracji samorządowej,Platforma Obywatelska Rzeczypospolitej Polskiej,4 293,
1,2,Komitet Wyborczy Platforma Obywatelska RP,4,KRAWCZYK,Iwona Małgorzata,K,Czadrów,menedżer,Platforma Obywatelska Rzeczypospolitej Polskiej,7 954,
1,2,Komitet Wyborczy Platforma Obywatelska RP,5,KIEŁB,Jacek,M,Legnica,pracownik administracji,Platforma Obywatelska Rzeczypospolitej Polskiej,3 642,
1,2,Komitet Wyborczy Platforma Obywatelska RP,6,CZERNOW,Zofia,K,Jelenia Góra,ekonomista,Platforma Obywatelska Rzeczypospolitej Polskiej,10 070,T
1,2,Komitet Wyborczy Platforma Obywatelska RP,7,RASZKIEWICZ,Ryszard Wincenty,M,Złotoryja,przedstawiciel władzy samorządowej,Platforma Obywatelska Rzeczypospolitej Polskiej,2 458,
1,2,Komitet Wyborczy Platforma Obywatelska RP,8,KROPIWNICKI,Robert,M,Legnica,nauczyciel akademicki,Platforma Obywatelska Rzeczypospolitej Polskiej,8 439,T
1,2,Komitet Wyborczy Platforma Obywatelska RP,9,MAĆKAŁA,Tadeusz,M,Lubin,radca prawny,nie należy do partii politycznej,5 344,
1,2,Komitet Wyborczy Platforma Obywatelska RP,10,ŻUCHOWSKA,Wanda,K,Przemków,pracownik administracji samorządowej,Platforma Obywatelska Rzeczypospolitej Polskiej,895,
1,2,Komitet Wyborczy Platforma Obywatelska RP,11,SAKOWSKI,Mirosław Antoni,M,Bolesławiec,pracownik administracji samorządowej,Platforma Obywatelska Rzeczypospolitej Polskiej,1 862,
1,2,Komitet Wyborczy Platforma Obywatelska RP,12,BIELIŃSKI,Artur Stanisław,M,Zgorzelec,przedstawiciel władzy samorządowej,Platforma Obywatelska Rzeczypospolitej Polskiej,1 684,
1,2,Komitet Wyborczy Platforma Obywatelska RP,13,MATKOWSKI,Robert,M,Jawor,pracownik administracji samorządowej,nie należy do partii politycznej,897,
1,2,Komitet Wyborczy Platforma Obywatelska RP,14,MUSIAŁ,Grażyna,K,Jelenia Góra,pracownik administracji samorządowej,Platforma Obywatelska Rzeczypospolitej Polskiej,2 185,
1,2,Komitet Wyborczy Platforma Obywatelska RP,16,TURENIEC,Mariusz Włodzimierz,M,Bogatynia,nauczyciel,Platforma Obywatelska Rzeczypospolitej Polskiej,716,
1,2,Komitet Wyborczy Platforma Obywatelska RP,17,KRZEMIŃSKI,Arkadiusz Łukasz,M,Bolesławiec,prawnik,Platforma Obywatelska Rzeczypospolitej Polskiej,1 424,
1,2,Komitet Wyborczy Platforma Obywatelska RP,18,GRZEŚKÓW,Alicja Teresa,K,Kotliska,ekonomista,nie należy do partii politycznej,822,
1,2,Komitet Wyborczy Platforma Obywatelska RP,19,SZKLARZ,Leszek Jan,M,Wrocław,lekarz,nie należy do partii politycznej,723,
1,2,Komitet Wyborczy Platforma Obywatelska RP,20,SERDEŃ,Mariola,K,Borek,nauczyciel,nie należy do partii politycznej,286,
1,2,Komitet Wyborczy Platforma Obywatelska RP,21,GNIEWCZYŃSKI,Piotr Marek,M,Lubań,menadżer,Platforma Obywatelska Rzeczypospolitej Polskiej,231,
1,2,Komitet Wyborczy Platforma Obywatelska RP,22,WOJCIECHOWSKA,Alina Stefania,K,Mirsk,menedżer handlu detalicznego,nie należy do partii politycznej,1 216,
1,2,Komitet Wyborczy Platforma Obywatelska RP,23,HOFFMAN,Renata Izabela,K,Polkowice,nauczyciel,Platforma Obywatelska Rzeczypospolitej Polskiej,1 229,
1,2,Komitet Wyborczy Platforma Obywatelska RP,24,MAZUR,Rafał Piotr,M,Piechowice,inżynier kierownik projektu,Platforma Obywatelska Rzeczypospolitej Polskiej,2 172,
1,3,Komitet Wyborczy Partia Razem,1,SURMACZ,Szymon Marcin,M,Wolimierz,specjalista polityki społecznej,Partia Razem,5 524,
1,3,Komitet Wyborczy Partia Razem,2,MARCINKOWSKA,Agnieszka,K,Legnica,technik usług kosmetycznych,Partia Razem,1 825,
1,3,Komitet Wyborczy Partia Razem,3,CACEK,Damian Paweł,M,Lubin,górnik eksploatacji podziemnej,Partia Razem,550,
1,3,Komitet Wyborczy Partia Razem,4,KUŹNIAR,Daria Bożena,K,Lubań,socjolog,nie należy do partii politycznej,690,
1,3,Komitet Wyborczy Partia Razem,5,PAŚ,Patryk Daniel,M,Zgorzelec,stolarz,Partia Razem,380,
1,3,Komitet Wyborczy Partia Razem,6,DEMBOWSKA,Katarzyna Bogumiła,K,Głogów,inżynier budowlany,nie należy do partii politycznej,446,
1,3,Komitet Wyborczy Partia Razem,7,MONKOSA,Wojciech,M,Legnica,realizator dźwięku,Partia Razem,331,
1,3,Komitet Wyborczy Partia Razem,8,BIELECKA,Gabriela Alina,K,Biała,technolog żywności,nie należy do partii politycznej,401,
1,3,Komitet Wyborczy Partia Razem,9,BAJEK,Konrad Grzegorz,M,Wrocław,politolog,Partia Razem,297,
1,3,Komitet Wyborczy Partia Razem,10,JABŁOŃSKA,Maria,K,Chojnów,pielęgniarka,nie należy do partii politycznej,437,
1,3,Komitet Wyborczy Partia Razem,11,MARKOWSKI,Krzysztof,M,Wrocław,pracownik biurowy,Partia Razem,314,
1,3,Komitet Wyborczy Partia Razem,12,CZABANIUK-BEDNAREK,Ludmiła,K,Zgorzelec,technik wsparcia IT,Partia Razem,113,
1,3,Komitet Wyborczy Partia Razem,13,SZCZYTYŃSKI,Tomasz Jarosław,M,Raszówka,nauczyciel,Partia Razem,171,
1,3,Komitet Wyborczy Partia Razem,14,PLEBAŃCZYK,Janina,K,Jawor,nauczyciel,nie należy do partii politycznej,116,
1,3,Komitet Wyborczy Partia Razem,15,MAZUR,Jakub Stanisław,M,Głogów,sprzedawca,Partia Razem,362,
1,3,Komitet Wyborczy Partia Razem,16,SZAFRANIEC,Monika,K,Chrząstawa,krawcowa,nie należy do partii politycznej,1 046,
1,4,Komitet Wyborczy KORWiN,1,WITCZAK,Klaudia Monika,K,Bolesławiec,asystent parlamentarny,KORWiN: Koalicja Odnowy Rzeczypospolitej Wolność i Nadzieja,7 393,
1,4,Komitet Wyborczy KORWiN,2,GWOŹDZIEWICZ,Maciej Jakub,M,Jawor,nauczyciel akademicki - nauki techniczne,nie należy do partii politycznej,1 285,
1,4,Komitet Wyborczy KORWiN,3,STRZELECKI,Bogusław Krzysztof,M,Pobiedna,przedsiębiorca,nie należy do partii politycznej,798,
1,4,Komitet Wyborczy KORWiN,4,MATECKI,Iwo Karol,M,Wrocław,kierownik przedsiębiorstwa świadczącego usługi z zakresu marketingu i sprzedaży,KORWiN: Koalicja Odnowy Rzeczypospolitej Wolność i Nadzieja,810,
1,4,Komitet Wyborczy KORWiN,5,GATKOWSKI,Zbigniew,M,Polkowice,bez zawodu - student,KORWiN: Koalicja Odnowy Rzeczypospolitej Wolność i Nadzieja,332,
1,4,Komitet Wyborczy KORWiN,6,KAWALEC,Anna Grażyna,K,Sławnikowice,sprzedawca,nie należy do partii politycznej,409,
1,4,Komitet Wyborczy KORWiN,7,KUNCIK,Tomasz Andrzej,M,Przemków,nauczyciel wychowania fizycznego,nie należy do partii politycznej,422,
1,4,Komitet Wyborczy KORWiN,8,KWIATKOWSKA,Małgorzata Maria,K,Lubin,prezes,nie należy do partii politycznej,274,
1,4,Komitet Wyborczy KORWiN,9,LUBERACKI,Paweł Kamil,M,Legnica,technik ortopeda,KORWiN: Koalicja Odnowy Rzeczypospolitej Wolność i Nadzieja,222,
1,4,Komitet Wyborczy KORWiN,10,ŻABIŃSKI,Bartosz,M,Ławszowa,inżynier mechanik - maszyny i urządzenia przemysłowe,KORWiN: Koalicja Odnowy Rzeczypospolitej Wolność i Nadzieja,327,
1,4,Komitet Wyborczy KORWiN,11,RESPONDEK,Anna Maria,K,Łaziska,główny księgowy,nie należy do partii politycznej,265,
1,4,Komitet Wyborczy KORWiN,12,SZCZEPAŃSKI,Paweł Marcin,M,Kowary,przedsiębiorca,nie należy do partii politycznej,264,
1,4,Komitet Wyborczy KORWiN,13,KURYŁO,Mateusz Zbigniew,M,Lwówek Śląski,barman,nie należy do partii politycznej,354,
1,4,Komitet Wyborczy KORWiN,14,KRAWCZYK,Agnieszka Sylwia,K,Trzmielów,asystentka stomatologiczna,nie należy do partii politycznej,263,
1,4,Komitet Wyborczy KORWiN,15,SEREDYŃSKI,Jacek Marek,M,Legnica,kierownik przedsiębiorstwa telekomunikacyjnego,nie należy do partii politycznej,200,
1,4,Komitet Wyborczy KORWiN,16,JABŁOŃSKA,Katarzyna Karina,K,Bolesławiec,specjalista do spraw sprzedaży,nie należy do partii politycznej,146,
1,4,Komitet Wyborczy KORWiN,17,BUDZEŃ,Piotr Paweł,M,Chocianów,dziennikarz,nie należy do partii politycznej,225,
1,4,Komitet Wyborczy KORWiN,18,ZATYLNA,Kamila,K,Sławnikowice,bez zawodu - studentka,nie należy do partii politycznej,97,
1,4,Komitet Wyborczy KORWiN,19,JANIEC,Andrzej,M,Lipiany,biotechnolog,nie należy do partii politycznej,203,
1,4,Komitet Wyborczy KORWiN,20,KOBIAŁKA,Aurelia Danuta,K,Lubin,kierownik małego przedsiębiorstwa obsługi biznesu,nie należy do partii politycznej,140,
1,4,Komitet Wyborczy KORWiN,21,ŁYSIAK,Olga,K,Polkowice,kucharz,nie należy do partii politycznej,205,
1,4,Komitet Wyborczy KORWiN,22,ELBL,Tomasz Ryszard,M,Piechowice,opiekun medyczny,nie należy do partii politycznej,187,
1,4,Komitet Wyborczy KORWiN,23,PAWLIKOWSKA,Monika Marzanna,K,Bolesławiec,pracownik instytucji pożyczkowej,nie należy do partii politycznej,236,
1,4,Komitet Wyborczy KORWiN,24,BOCHEŃSKI,Stanisław,M,Wrocław,przedsiębiorca,nie należy do partii politycznej,370,
1,5,Komitet Wyborczy Polskie Stronnictwo Ludowe,1,ANTONISZYN-KLIK,Ilona Galia,K,Wrocław,wyższy urzędnik państwowy,Polskie Stronnictwo Ludowe,4 186,
1,5,Komitet Wyborczy Polskie Stronnictwo Ludowe,2,SAMBORSKI,Tadeusz,M,Rogów Legnicki,wyższy urzędnik samorządowy,Polskie Stronnictwo Ludowe,2 738,
1,5,Komitet Wyborczy Polskie Stronnictwo Ludowe,3,WIŚNIEWSKI,Krzysztof Andrzej,M,Miłków,fizjoterapeuta,Polskie Stronnictwo Ludowe,1 310,
1,5,Komitet Wyborczy Polskie Stronnictwo Ludowe,4,JASIŃSKI,Andrzej,M,Mirsk,wyższy urzędnik samorządowy,nie należy do partii politycznej,582,
1,5,Komitet Wyborczy Polskie Stronnictwo Ludowe,5,CIUPAK,Kamil Piotr,M,Gaworzyce,wyższy urzędnik samorządowy,Polskie Stronnictwo Ludowe,1 095,
1,5,Komitet Wyborczy Polskie Stronnictwo Ludowe,6,GOŁĘBIOWSKA,Wanda Józefa,K,Niedaszów,urzędnik samorządowy,Polskie Stronnictwo Ludowe,395,
1,5,Komitet Wyborczy Polskie Stronnictwo Ludowe,7,MRÓWKA,Józef Stanisław,M,Strzyżowiec,wyższy urzędnik samorządowy,Polskie Stronnictwo Ludowe,279,
1,5,Komitet Wyborczy Polskie Stronnictwo Ludowe,8,BOREK,Renata Edyta,K,Wietszyce,nauczyciel,nie należy do partii politycznej,292,
1,5,Komitet Wyborczy Polskie Stronnictwo Ludowe,9,TREFLER,Teresa,K,Henryków Lubański,rolnik,Polskie Stronnictwo Ludowe,292,
1,5,Komitet Wyborczy Polskie Stronnictwo Ludowe,10,BETKA,Beata Urszula,K,Trzebcz,urzędnik,Polskie Stronnictwo Ludowe,284,
1,5,Komitet Wyborczy Polskie Stronnictwo Ludowe,11,BERNACKI,Zenon,M,Czaple,urzędnik,Polskie Stronnictwo Ludowe,155,
1,5,Komitet Wyborczy Polskie Stronnictwo Ludowe,12,OTROCIUK,Barbara,K,Bogatynia,przedsiębiorca,Polskie Stronnictwo Ludowe,207,
1,5,Komitet Wyborczy Polskie Stronnictwo Ludowe,13,SMOLIŃSKI,Adam Lesław,M,Jelenia Góra,urzędnik,Polskie Stronnictwo Ludowe,244,
1,5,Komitet Wyborczy Polskie Stronnictwo Ludowe,14,WRONA,Maria,K,Cichobórz,rolnik,Polskie Stronnictwo Ludowe,113,
1,5,Komitet Wyborczy Polskie Stronnictwo Ludowe,15,TOKARCZUK,Stanisław,M,Lubin,nauczyciel akademicki,Polskie Stronnictwo Ludowe,135,
1,5,Komitet Wyborczy Polskie Stronnictwo Ludowe,16,RAK,Zofia,K,Gryfów Śląski,nauczyciel,Polskie Stronnictwo Ludowe,271,
1,5,Komitet Wyborczy Polskie Stronnictwo Ludowe,17,HANOWICZ,Aniela Teresa,K,Bolesławiec,nauczyciel,Polskie Stronnictwo Ludowe,68,
1,5,Komitet Wyborczy Polskie Stronnictwo Ludowe,18,RUDOLF,Bartosz Antoni,M,Piechowice,adwokat,nie należy do partii politycznej,121,
1,5,Komitet Wyborczy Polskie Stronnictwo Ludowe,19,SKAWIŃSKA,Jolanta Ewa,K,Stara Kraśnica,przedsiębiorca,Polskie Stronnictwo Ludowe,85,
1,5,Komitet Wyborczy Polskie Stronnictwo Ludowe,20,SADOWSKI,Roman Edward,M,Bolków,nauczyciel,Polskie Stronnictwo Ludowe,276,
1,5,Komitet Wyborczy Polskie Stronnictwo Ludowe,21,MACHO,Andrzej,M,Gaiki,inżynier energetyk,Polskie Stronnictwo Ludowe,127,
1,5,Komitet Wyborczy Polskie Stronnictwo Ludowe,22,KOŁODZIEJ,Agnieszka Mirosława,K,Bolesławiec,nauczyciel,nie należy do partii politycznej,201,
1,5,Komitet Wyborczy Polskie Stronnictwo Ludowe,23,KUNECKI,Grzegorz Bartłomiej,M,Bolesławiec,informatyk,nie należy do partii politycznej,108,
1,5,Komitet Wyborczy Polskie Stronnictwo Ludowe,24,GRZELAK,Katarzyna Aneta,K,Zawidów,nauczyciel,Polskie Stronnictwo Ludowe,322,
1,6,Koalicyjny Komitet Wyborczy Zjednoczona Lewica SLD+TR+PPS+UP+Zieloni,1,ZBRZYZNY,Ryszard,M,Osiek,ekonomista,Sojusz Lewicy Demokratycznej,9 813,
1,6,Koalicyjny Komitet Wyborczy Zjednoczona Lewica SLD+TR+PPS+UP+Zieloni,2,SEKUŁA-SZMAJDZIŃSKA,Małgorzata Helena,K,Warszawa,adwokat,Sojusz Lewicy Demokratycznej,17 800,
1,6,Koalicyjny Komitet Wyborczy Zjednoczona Lewica SLD+TR+PPS+UP+Zieloni,3,WOŹNIAK,Monika Małgorzata,K,Legnica,politolog,Twój Ruch,1 046,
1,6,Koalicyjny Komitet Wyborczy Zjednoczona Lewica SLD+TR+PPS+UP+Zieloni,4,DOBOSZ,Dariusz Robert,M,Złotoryja,technik mechanik,Sojusz Lewicy Demokratycznej,614,
1,6,Koalicyjny Komitet Wyborczy Zjednoczona Lewica SLD+TR+PPS+UP+Zieloni,5,HOŁOWNIA,Jeremi Adam,M,Głogów,inżynier elektryk,Unia Pracy,1 116,
1,6,Koalicyjny Komitet Wyborczy Zjednoczona Lewica SLD+TR+PPS+UP+Zieloni,6,JANIEC,Alicja Jadwiga,K,Bolesławiec,ekonomista,nie należy do partii politycznej,550,
1,6,Koalicyjny Komitet Wyborczy Zjednoczona Lewica SLD+TR+PPS+UP+Zieloni,7,WOŹNIAK,Waldemar,M,Zgorzelec,nauczyciel,Sojusz Lewicy Demokratycznej,2 246,
1,6,Koalicyjny Komitet Wyborczy Zjednoczona Lewica SLD+TR+PPS+UP+Zieloni,8,KOKO,Daniel Radosław,M,Ubocze,fizjoterapeuta,Sojusz Lewicy Demokratycznej,524,
1,6,Koalicyjny Komitet Wyborczy Zjednoczona Lewica SLD+TR+PPS+UP+Zieloni,9,JĘDRASZKO,Janusz,M,Jelenia Góra,biolog,Twój Ruch,187,
1,6,Koalicyjny Komitet Wyborczy Zjednoczona Lewica SLD+TR+PPS+UP+Zieloni,10,BACZMAŃSKI,Paweł Adam,M,Bolków,strażak,nie należy do partii politycznej,409,
1,6,Koalicyjny Komitet Wyborczy Zjednoczona Lewica SLD+TR+PPS+UP+Zieloni,11,MARTIN,Halina,K,Polkowice,pracownik administracyjny,nie należy do partii politycznej,180,
1,6,Koalicyjny Komitet Wyborczy Zjednoczona Lewica SLD+TR+PPS+UP+Zieloni,12,DYCZKOWSKI,Jarosław Jacek,M,Kamienna Góra,inżynier sanitarny,Sojusz Lewicy Demokratycznej,149,
1,6,Koalicyjny Komitet Wyborczy Zjednoczona Lewica SLD+TR+PPS+UP+Zieloni,13,WOJTKIEWICZ,Arkadiusz Adam,M,Jelenia Góra,ekonomista,nie należy do partii politycznej,157,
1,6,Koalicyjny Komitet Wyborczy Zjednoczona Lewica SLD+TR+PPS+UP+Zieloni,14,SOBOŃ,Marcin,M,Jelenia Góra,politolog,Sojusz Lewicy Demokratycznej,169,
1,6,Koalicyjny Komitet Wyborczy Zjednoczona Lewica SLD+TR+PPS+UP+Zieloni,15,SADOWSKA,Brygida,K,Gdańsk,ekonomista,Twój Ruch,178,
1,6,Koalicyjny Komitet Wyborczy Zjednoczona Lewica SLD+TR+PPS+UP+Zieloni,16,BIAŁEK,Joanna Renata,K,Głogów,pedagog resocjalizacji,nie należy do partii politycznej,205,
1,6,Koalicyjny Komitet Wyborczy Zjednoczona Lewica SLD+TR+PPS+UP+Zieloni,17,OWOC,Tadeusz Henryk,M,Zgorzelec,frezer,Unia Pracy,92,
1,6,Koalicyjny Komitet Wyborczy Zjednoczona Lewica SLD+TR+PPS+UP+Zieloni,18,CHAJEC,Alicja Olimpia,K,Jelenia Góra,pracownik administracyjny,nie należy do partii politycznej,82,
1,6,Koalicyjny Komitet Wyborczy Zjednoczona Lewica SLD+TR+PPS+UP+Zieloni,19,PANKIEWICZ,Józef,M,Lubin,nauczyciel,Twój Ruch,92,
1,6,Koalicyjny Komitet Wyborczy Zjednoczona Lewica SLD+TR+PPS+UP+Zieloni,20,STĄSIEK,Andrzej Jerzy,M,Warszawa,nauczyciel akademicki,nie należy do partii politycznej,63,
1,6,Koalicyjny Komitet Wyborczy Zjednoczona Lewica SLD+TR+PPS+UP+Zieloni,21,KAMIŃSKA,Irena,K,Wrocław,technolog żywności,"nie należy do partii politycznej, pop. ZIELONI",437,
1,6,Koalicyjny Komitet Wyborczy Zjednoczona Lewica SLD+TR+PPS+UP+Zieloni,22,STANKIEWICZ,Agnieszka Paulina,K,Legnica,ekonomista,nie należy do partii politycznej,340,
1,6,Koalicyjny Komitet Wyborczy Zjednoczona Lewica SLD+TR+PPS+UP+Zieloni,23,SŁOWIK,Jerzy Zbigniew,M,Legnica,politolog,Twój Ruch,230,
1,6,Koalicyjny Komitet Wyborczy Zjednoczona Lewica SLD+TR+PPS+UP+Zieloni,24,PACZÓSKI,Piotr Jerzy,M,Jelenia Góra,ekonomista,Sojusz Lewicy Demokratycznej,619,
1,7,Komitet Wyborczy Wyborców „Kukiz'15”,1,WINNICKI,Robert Artur,M,Zgorzelec,publicysta,Ruch Narodowy,11 802,T
1,7,Komitet Wyborczy Wyborców „Kukiz'15”,2,KRÓLAK,Marcin Stanisław,M,Lubin,górnik,nie należy do partii politycznej,2 237,
1,7,Komitet Wyborczy Wyborców „Kukiz'15”,3,GUTEK,Ewa Danuta,K,Lubań,pielęgniarka,nie należy do partii politycznej,3 194,
1,7,Komitet Wyborczy Wyborców „Kukiz'15”,4,DETYNA,Krzysztof,M,Jawor,technolog przetwórstwa mięsa,nie należy do partii politycznej,1 572,
1,7,Komitet Wyborczy Wyborców „Kukiz'15”,5,WILK,Paweł Mirosław,M,Jelenia Góra,przedsiębiorca budowlany,nie należy do partii politycznej,1 912,
1,7,Komitet Wyborczy Wyborców „Kukiz'15”,6,MAZUR,Aneta,K,Zgorzelec,prawnik,nie należy do partii politycznej,3 337,
1,7,Komitet Wyborczy Wyborców „Kukiz'15”,7,MICHALCZYK,Piotr Remigiusz,M,Winnica,menadżer produktu,nie należy do partii politycznej,929,
1,7,Komitet Wyborczy Wyborców „Kukiz'15”,8,STĘPNIAK,Magdalena Dominika,K,Legnica,witrażysta,nie należy do partii politycznej,663,
1,7,Komitet Wyborczy Wyborców „Kukiz'15”,9,RÓŻAŃSKI,Piotr Krzysztof,M,Lubin,technolog chemiczny,nie należy do partii politycznej,681,
1,7,Komitet Wyborczy Wyborców „Kukiz'15”,10,PIETRAS,Marcin,M,Legnica,inżynier informatyk,nie należy do partii politycznej,1 498,
1,7,Komitet Wyborczy Wyborców „Kukiz'15”,11,NIEDŹWIECKI,Grzegorz,M,Jelenia Góra,socjolog,nie należy do partii politycznej,739,
1,7,Komitet Wyborczy Wyborców „Kukiz'15”,12,BOCHEŃSKI,Radosław Paweł,M,Kamienna Góra,inżynier budownictwa,nie należy do partii politycznej,838,
1,7,Komitet Wyborczy Wyborców „Kukiz'15”,13,HAJNCE,Elżbieta Marianna,K,Polkowice,sprzedawca,nie należy do partii politycznej,447,
1,7,Komitet Wyborczy Wyborców „Kukiz'15”,14,ROZBICKI,Wojciech Mariusz,M,Marczów,adwokat,nie należy do partii politycznej,309,
1,7,Komitet Wyborczy Wyborców „Kukiz'15”,15,LUDWICKA,Izabela Magdalena,K,Polkowice,technik administracji,nie należy do partii politycznej,433,
1,7,Komitet Wyborczy Wyborców „Kukiz'15”,16,KLARA,Krzysztof,M,Legnica,politolog,nie należy do partii politycznej,410,
1,7,Komitet Wyborczy Wyborców „Kukiz'15”,17,WILSKA,Anna,K,Goszowice,bez zawodu,nie należy do partii politycznej,455,
1,7,Komitet Wyborczy Wyborców „Kukiz'15”,18,DUDEK,Anna,K,Jelenia Góra,nauczyciel jęz. polskiego,nie należy do partii politycznej,1 076,
1,7,Komitet Wyborczy Wyborców „Kukiz'15”,19,MIKŁA-CZYRKO,Elwira Maria,K,Jawor,księgowy,nie należy do partii politycznej,209,
1,7,Komitet Wyborczy Wyborców „Kukiz'15”,20,WILK,Karol,M,Orłowice,prawnik,Ruch Narodowy,1 488,
1,8,Komitet Wyborczy Nowoczesna Ryszarda Petru,1,STĘPIEŃ,Elżbieta Krystyna,K,Kunice,ekonomista,nie należy do partii politycznej,10 041,T
1,8,Komitet Wyborczy Nowoczesna Ryszarda Petru,2,STANKIEWICZ,Grzegorz Krzysztof,M,Jelenia Góra,przedsiębiorca,nie należy do partii politycznej,4 780,
1,8,Komitet Wyborczy Nowoczesna Ryszarda Petru,3,ZAHORSKI,Jacek Zbigniew,M,Głogów,główny księgowy,nie należy do partii politycznej,1 340,
1,8,Komitet Wyborczy Nowoczesna Ryszarda Petru,4,STROJEK,Tomasz,M,Legnica,radca prawny,nie należy do partii politycznej,800,
1,8,Komitet Wyborczy Nowoczesna Ryszarda Petru,5,ZATKA,Natalia Iwona,K,Jelenia Góra,filolog polski,nie należy do partii politycznej,541,
1,8,Komitet Wyborczy Nowoczesna Ryszarda Petru,6,ZIELIŃSKI,Grzegorz,M,Osiek,ekonomista,nie należy do partii politycznej,803,
1,8,Komitet Wyborczy Nowoczesna Ryszarda Petru,7,RADOMSKA,Dominika,K,Złotoryja,ekonomista,nie należy do partii politycznej,549,
1,8,Komitet Wyborczy Nowoczesna Ryszarda Petru,8,COŁOKIDZI,Szymon,M,Bożejowice,prezes zarządu,nie należy do partii politycznej,939,
